Course code,Course title
PSCI226 , Modern Political Thought 
PSCI228 , Introduction to Indigenous Political Thought 
PSCI231 , Government and Business 
PSCI244 , Solving  Puzzles in Political Science 
PSCI250 , Comparative Politics: Democracy and Authoritarianism 
PSCI252 , Global South 
PSCI253 , Religion and Politics 
PSCI254 , The Political Documentary 
PSCI255 , Political Economy of Rich Countries 
PSCI257 , Introduction to Middle East Politics 
PSCI259 , Government and Politics of Asia 
PSCI260 , Canadian Government and Politics 
PSCI264 , American Government and Politics 
PSCI277 , International Relations of East Asia 
PSCI281 , Introduction to International Relations 
PSCI282 , Foreign Policy 
PSCI283 , International Political Economy 
PSCI284 , Introduction to Security Studies 
PSCI290 , Special Topics in Political Science 
PSCI299 , Political Science Beyond the Classroom 
PSCI300 , Theories of Political Economy 
PSCI301 , Canadian Political Economy 
PSCI302 , Local Government 
PSCI303 , Political Economy of the Environment 
PSCI304 , Pan African Global Politics
PSCI310 , Politics and Diplomacy of Contemporary Japan 
PSCI314 , Quantitative Analysis 
PSCI315 , Research Design in Political Science 
PSCI324 , Issues in Contemporary Political Theory 
PSCI326 ," Multiculturalism and Democracy: Within, Against, and Beyond "
PSCI331 , Public Administration 
PSCI334 , Public Policy 
PSCI346 , Global Crisis of Democracy 
PSCI348 ," Protests, Movements, and Revolutions "
PSCI351 , Power Sharing in Divided Societies 
PSCI352 , Peacebuilding in Divided Societies 
PSCI353 , Politics in Russia 
PSCI355 , Russia and its Neighbours 
PSCI358 , Political Change in China 
PSCI359 , Politics of South Asia 
PSCI360 , Issues in Canadian Politics 
PSCI362 , Politics of Indigenous Peoples 
PSCI363 , Canadian Constitutional Law 
PSCI365 , The Law and Politics of Free Speech 
PSCI367 , Issues in American Politics 
PSCI368 , Global Discourses on Colonialism 
PSCI369 , The Politics of Decolonization 
PSCI370 , Gender and Politics 
PSCI373 ," Political Parties, Elections, and Political Marketing "
PSCI375 , Transnational Migr ation 
PSCI380 , Political Economy of International Trade 
PSCI382 , Canada in Global Context 
PSCI384 , Technology and International Security 
PSCI385 , Chinese Foreign Policy Since 1949 
PSCI387 , Globalization 
PSCI389 , Global Governance 
PSCI390 , Special Studies 
PSCI391 , Special Studies 
PSCI400 , Special Honours Essay 
PSCI403 , Topics in Politics and Business 
PSCI404 ," Globalization, International Business, and Development "
PSCI405 , Chinese Political Economy 
PSCI408 , The Politics of Global Money and Finance 
PSCI410 , Economic Statecraft 
PSCI420 , Gender and Global Politics 
PSCI421 , Justice and Gender 
PSCI423 , Democratic Theory and Practice 
PSCI424 , Experiences in Political Science Beyond the Classroom 
PSCI426 , Selected Subjects in Political Philosophy 
PSCI428 , The State and Economic Life 
PSCI431 , Topics in Public Policy 
PSCI432 , Global Environmental Governance 
PSCI433 , Topics in Public Administration 
PSCI437 , Working with Data in Politics 
PSCI439 , Global Social Policy 
PSCI450 ," Kings, Generals and Tyrants: Politics of Authoritarianism "
PSCI452 , Parties and Elections 
PSCI455 , Comparative Political Economy 
PSCI456 , Ethnic Conflict and Conflict Resolution 
PSCI457 , Contemporary Narratives of Exile 
PSCI460 , The Cultural Politics of Israel/Palestine 
PSCI461 , Critical Perspectives on Canadian Politics 
PSCI462 , Indigenous Political Theory 
PSCI463 , Rights and Public Policy 
PSCI470 , The Body Politic 
PSCI472 , Gender and Public Policy 
PSCI479 , International Political Economy of Asia 
PSCI480 , China and Global Governance 
PSCI481 , Interstate War 
PSCI482 , Advanced Issues in Security Studies 
PSCI485 , Selected Topics in International Political Economy 
PSCI486 , Special Topics in International Diplomacy 
PSCI487 , International Relations Theory 
PSCI488 , Global Food and Agricultural Politics 
PSCI490 , Special Subjects 
PSCI491 , Special Subjects 
PSCI493 , Field Course 
PSCI499A , Special Honours Essay 
PSCI499B , Special Honours Essay 
PORT101 , Introduction to Portuguese 1 
PORT102 , Introduction to Portuguese 2 
PD1 , Career Fundamentals 
PD3 , Communication 
PD4 , Teamwork 
PD5 , Project Management 
PD6 , Problem Solving 
PD7 , Conflict Resolution 
PD8 , Intercultural Skills 
PD9 , Ethical Decision Making 
PD10 , Professional Responsibility in Computing 
PD11 , Processes for Technical Report Writing 
PD12 , Critical Reflection for Growth in the Workplace 
PD13 , Research in the Workplace 
PD14 , Technological Futures: Responsible Digital Innovation 
PD19 , Tactics for Workplace Success 
PD20 , Strategies for Career Success 
PD22 , Professionalism and Ethics in Engineering  Practice 
PDARCH1 , Portfolio Development 
PDARCH2 , Co op Fundamentals for Architects
PDARCH3 , Electronic Communications and Web Design 
PDARCH4 ," Writing, Editing  and Research "
PDPHRM1 , Co op Fundamentals
PDPHRM2 , Professional Development for Pharmacy Students 1 
PDPHRM3 , Professional Development for Pharmacy Students 2 
PDPHRM4 , Professional Development for Pharmacy Students 3 
PSYCH101 , Introductory Psychology 
PSYCH101R , Introductory Psychology 
PSYCH207 , Cognitive Processes 
PSYCH211 , Developmental Psychology 
PSYCH212 , Educational Psychology 
PSYCH212R , Educational Psychology 
PSYCH213R , Exceptional Children 
PSYCH218 , Psychology of Death and Dying 
PSYCH226R , Positive Psychology 
PSYCH230 , Psychology and Law 
PSYCH231 , The Psychology of Religious Experience 
PSYCH232 , Psychology of Evil 
PSYCH235 , Psy chological Perspectives on Gender and Sex 
PSYCH236 , A Psy chological Analysis of Human Sexuality 
PSYCH238 , Organizational Psy chology 
PSYCH253 , Social Psy chology 
PSYCH253R , Social Psy chology 
PSYCH256 , Introduction to Cognitive Science 
PSYCH257 , Psy chopathology 
PSYCH257R , Psy chopathology 
PSYCH261 , Physiological Psy chology 
PSYCH264 , Research Ap prenticeship 
PSYCH291 , Basic Research Methods 
PSYCH292 , Basic Data Analysis 
PSYCH306 , Perception 
PSYCH307 , Human Neuropsychology 
PSYCH308 , Psychology of Reading 
PSYCH310 , Computing and Psychological Research 
PSYCH312 , Learning Disabilities 
PSYCH312R , Learning Disabilities 
PSYCH314 , Cognitive Development 
PSYCH315 , Psy chology of Adolescence and Emerging  Adulthood 
PSYCH316 , Pragmatic Language Development 
PSYCH317 , Child Psy chopathology 
PSYCH318 , Psy chosexual Organization 
PSYCH319 , Problem Behaviour in the Classroom 
PSYCH320 , Language Development 
PSYCH330 , Criminal Profiling 
PSYCH334R , Theories of Individual Counselling Psy chology 
PSYCH335 , Developmental Neuropsychology 
PSYCH336 , Introduction to Clinical Psychology 
PSYCH337 ," Trauma, Stress, and Resilience in Families "
PSYCH339 , Personnel Psychology 
PSYCH340 , Training and Development 
PSYCH342 , The Psychology of Groups and Teams 
PSYCH350 , Political Psychology 
PSYCH352 , Culture and Psychology 
PSYCH352R , Culture and Psychology 
PSYCH353 , Social Cognition 
PSYCH354 , Interpersonal Relations 
PSYCH354R , Interpersonal Relations 
PSYCH355 , Intergr oup Relations 
PSYCH356 , Personality 
PSYCH356R , Personality 
PSYCH357 , Psychology of Good 
PSYCH361 , Evolutionary Psychology 
PSYCH363 , Special Subjects 
PSYCH372 , Environmental Psychology 
PSYCH375R , Studies in Psychology 
PSYCH380 , History of Psychology 
PSYCH389 , Social Science Advanced Research Methods Topics 
PSYCH390 , Natural Science Advanced Research Methods Topics 
PSYCH391 , Advanced Data Analysis 
PSYCH392 , Research in Human Cognitive Neuroscience 
PSYCH393 , Research in Developmental Psy chology 
PSYCH394 , Research in Cognition and Perception 
PSYCH395 , Research in Social Psy chology 
PSYCH396 , Research in Behavioural Neuroscience 
PSYCH397 , Research in Personality and Clinical Psy chology 
PSYCH398 , Research in Memory 
PSYCH398R , Independent Study 
PSYCH399 , Research in Industrial/Organizational Psychology 
PSYCH399R , Independent Study 
PSYCH417 , Mindfulness Based Stress Reduction: Advanced Topics in Mental Health
PSYCH420 , An Introduction to Computational Neuroscience Methods 
PSYCH439 , Negotiation in the Workplace: Theory and Practice 
PSYCH444R , Psychological Interventions 
PSYCH447 , Seminar in Cognitive Science 
PSYCH448R , Close Relationships 
PSYCH450R , Senior Seminar in Special Topics 
PSYCH451 , Honours Seminar   Child and Adolescent Psychopathology
PSYCH453 , Honours Seminar in Developmental Psychology 
PSYCH454 , Honours Seminar in Educational Psychology 
PSYCH455 , Honours Seminar in Social Psychology 
PSYCH457 , Honours Seminar in Personality and Clinical Psychology 
PSYCH458 , Honours Seminar in Cognition 
PSYCH459 , Honours Seminar   Close Relationships
PSYCH461 , Honours Seminar in Cognitive Neuroscience 
PSYCH462 , Honours Seminar in Industrial/Organizational Psychology 
PSYCH463 , Honours Seminar in Special Topics 
PSYCH464 , Advanced Research Ap prenticeship 
PSYCH465 , Ap plied Ap prenticeship 
PSYCH466 , Emergent Literacy 
PSYCH467 , Human Resources Ap prenticeship 
PSYCH470 , Special Topics in Ap plied Psy chology 
PSYCH480 , Directed Studies   Elective
PSYCH481 , Directed Studies   Natural Science Advanced Psy chology
PSYCH482 , Directed Studies   Social Science Advanced Psy chology
PSYCH483 , Directed Studies   Natural Science Research
PSYCH484 , Directed Studies   Social Science Research
PSYCH485 , Directed Studies   Seminar
PSYCH486 , Directed Studies   Advanced Statistics
PSYCH487 , Directed Studies   Community Engagement
PSYCH490R , Special Studies 
PSYCH492 , Psychological Measurement: Foundations of Research and Practice 
PSYCH493 , Data Analysis and Graphing in R 
PSYCH499A , Honours Thesis   Part 1
PSYCH499B , Honours Thesis   Part 2
PSYCH499C , Honours Thesis   Part 3
HLTH101 , Introduction to Health 1 
HLTH102 , Introduction to Health 2 
HLTH103 , Biological Determinants of Health 
HLTH104 , Introduction to Health Data Science 
HLTH173 , Contemporary Issues in Health 1 
HLTH201 , Aging  and Health 
HLTH202 , Principles of Public and Population Health 
HLTH204 , Quantitative Ap proaches to Health Science 
HLTH205 , Introduction to Health Research 
HLTH217 , Biochemistry for Health Sciences 
HLTH218 , Psychology of Death and Dying 
HLTH220 , Psychosocial Perspectives on Lifespan Development and Health 
HLTH230 , Introduction to Health Informatics 
HLTH245 , Canadian Health Systems 
HLTH253 , Demographic Change in Canada 
HLTH260 , Social Determinants of Health 
HLTH273 , Contemporary Issues in Health 2 
HLTH284 , Microbes in Health and Disease 
HLTH290 , An Introduction to Health Neuroscience 
HLTH301 , Ap plied Health Promotion: Theory and Community Engagement 
HLTH303 , Program Planning  and Evaluation 
HLTH304 , Health Communication 
HLTH310 ," Development, Aging, and Health "
HLTH333 , Principles of Epidemiology 
HLTH335 , Introduction to Statistical Analytics in Health 
HLTH340 , Environmental Toxicology and Public Health 
HLTH341 , Principles of Pathobiology 
HLTH344 , Qualitative Methods for Health Research 
HLTH350 , Principles of Occupational Health and Safety 
HLTH352 , Sociology of Aging 
HLTH355 , Public Health Nutrition 
HLTH358 , Social Neuroscience 1: Mental Health and Addiction 
HLTH370 , Ecological Determinants of Health 
HLTH373 , Contemporary Issues in Health 3 
HLTH380 , Ap plied Public Health Ethics 
HLTH392 , Mental Health Systems and Policy 
HLTH400 , Interdisciplinary Perspectives on Aging 
HLTH401 , Global Health 
HLTH403 , Global Health Innovation 
HLTH410 , Health Policy 
HLTH412 , Comparative Health Systems 
HLTH420 , Health and the Built Environment 
HLTH421 , Nutritional Aspects of Chronic Disease 
HLTH427 , Dementia Care 
HLTH430 , Geriatric Medicine and Health Care 
HLTH432A , Honours Thesis (A) 
HLTH432B , Honours Thesis (B) 
HLTH433 , Experimental Methods 
HLTH435 , Knowledge Translation for Public Health and Health Care 
HLTH442 , Epidemiology of Non Communicable Diseases
HLTH443 , Epidemiology of Communicable Diseases 
HLTH445 , Pandemic Preparedness 
HLTH448 , Advanced Studies in Social Determinants of Health 
HLTH449 , Substance use in Contemporary Society 
HLTH450 ," Gender, Sex, and Health "
HLTH451 , Analysis and Management of Health Information in Aging  Populations 
HLTH452 , Decision Making  and Decision Sup port in Health Informatics 
HLTH453 , Computing  in Health Informatics 
HLTH454 , Information Visualization 
HLTH455 , Disease Mapping  and Geographic Information Systems 
HLTH458 , Social Neuroscience 2: Lifestyle and Chronic Illness 
HLTH459 , Social Neurobiology of Eating 
HLTH461 , Experimental Methods in Behavioural Neuroscience 
HLTH465 , Epigenetics and Health 
HLTH471 , Neuropharmacology 
HLTH472 , Independent Study 
HLTH473 , Contemporary Issues in Health 4 
HLTH474 , Health Ap prenticeship 
HLTH475 , Food and Nutrition Security 
HLTH479 , Child Mental Health Epidemiology 
HLTH480 , Competencies in Health 
HLTH481 , Community Learning Project 
PMATH320 , Euclidean Geometry 
PMATH321 , Non Euclidean Geometry
PMATH330 , Introduction to Mathematical Logic 
PMATH331 , Ap plied Real Analysis 
PMATH332 , Ap plied Complex Analysis 
PMATH333 , Introduction to Real Analysis 
PMATH334 , Introduction to Rings and Fields with Ap plications 
PMATH336 , Introduction to Group Theory with Ap plications 
PMATH340 , Elementary Number Theory 
PMATH343 , Introduction to the Mathematics of Quantum Information 
PMATH347 , Groups and Rings 
PMATH348 , Fields and Galois Theory 
PMATH351 , Real Analysis 
PMATH352 , Complex Analysis 
PMATH365 , Differential Geometry 
PMATH367 , Topology 
PMATH370 , Chaos and Fractals 
PMATH399 , Readings in Pure Mathematics 
PMATH432 , Mathematical Logic 
PMATH433 , Model Theory 
PMATH434 , Set Theory 
PMATH440 , Analy tic Number Theory 
PMATH441 , Algebraic Number Theory 
PMATH445 , Representations of Finite Groups 
PMATH446 , Introduction to Commutative Algebra 
PMATH450 , Measure Theory 
PMATH453 , Functional Analysis 
PMATH454 , Fourier Analysis 
PMATH455 , Convex Analysis and Geometry 
PMATH457 , Topological Dynamics and Ergodic Theory 
PMATH464 , Introduction to Algebraic Geometry 
PMATH465 , Smooth Manifolds 
PMATH467 , Algebraic Topology 
PMATH499 , Readings in Pure Mathematics 
REC100 , Introduction to the Study of Recreation and Leisure 
REC101 ," Introduction to Leisure, Sport, and Recreation Management "
REC120 , Experience Design and Delivery 
REC151 , Foundations of Therapeutic Recreation Practice 
REC172 , Special Topics in Leisure Studies 1 
REC200 ," Play, Creativity and Child Development "
REC201 ," Introduction to Leisure, Equity, Diversity, and Inclusion for Just Communities "
REC202 , History of Western Sport 
REC203 , Sociology of Sport 
REC206 , Philosophy of Sport 
REC213 , The Business of Professional Sport 
REC215 ," Marketing  Recreation, Sport, and Events "
REC218 , Social Entrepreneurship for Change 
REC219 , Introduction to Event Studies 
REC230 , Outdoor Recreation and Land Based Learning
REC251 , Therapeutic Recreation: Developmental and Emotional Disabilities 
REC252 , Therapeutic Recreation: Physical Disabilities 
REC253 , Practicum in Therapeutic Recreation 
REC256 , Foundations of Community Engagement in Recreation and Leisure 
REC272 , Special Topics in Leisure Studies 2 
REC280 , Introduction to Tourism 
REC306 , Gender and Health 
REC312 ," Practicum in Recreation, Sport, and Tourism "
REC313 , Amateur Sport from Playground to Podium 
REC318 ," Leadership Theory and Practice in Recreation, Sport and Leisure Organizations "
REC319 , Event Planning and Design 
REC351 , Therapeutic Recreation Facilitation Techniques 
REC356 , Leading Action for Community Change 
REC357 , Theories and Evidence for Therapeutic Recreation Practice 
REC361 , Aging and Leisure 
REC362 , Sociology of Aging 
REC371 , Quantitative Data Analysis and Mobilization 
REC372 , Special Topics in Leisure Studies 3 
REC373 , Qualitative Ap proaches to Leisure Research 
REC383 , Tourism Impacts   International Perspectives
REC405 , Leisure and Well Being
REC413 , Innovative Solutions in Recreation and Sport Business 
REC419 , Event Implementation and Evaluation 
REC420 , Advanced Program Evaluation in Leisure Services 
REC422 , Urban Recreation 
REC425 , Heritage Conservation Planning 
REC433 , Ecotourism and Communities 
REC450 , Internship for Therapeutic Recreation 
REC455 , Advanced Seminar in Therapeutic Recreation 
REC456 , Innovative Solutions for Healthy Communities 
REC471A , Honours Thesis Proposal 
REC471B , Honours Thesis 
REC472 , Special Topics in Recreation and Leisure Studies 4 
REC475 , Independent Study: Translating  Research for Practice 
REC480 , Advanced Seminar in Tourism Development 
RCS100 , Religions of Asia 
RCS101 , Introductory Ancient Greek 1 
RCS102 , Introductory Ancient Greek 2 
RCS110 ," Judaism, Christianity, Islam "
RCS121 , Evil 
RCS123 , Monsters and Magic in Japanese Popular Culture 
RCS150 , Christian Ethics 
RCS180 , Love and Friendship 
RCS201 , Religions of East Asia 
RCS203 , Hinduism 
RCS204 , Buddhism 
RCS206 , Japanese Religion and Spirituality 
RCS207 , Mindfulness and Meditation 
RCS208 , Religions of India 
RCS209 , Jews and Jewishness 
RCS210 , Judaism 
RCS211 , Jewish Responses to the Holocaust 
RCS212 , Great Jewish Books 
RCS216 , Islam 
RCS218 ," Seduction, Rivalry, and Dysfunction in the Bible "
RCS219 , Religion in America 
RCS220 , Religion and Politics 
RCS221 ," Islam, the West, and the Modern World "
RCS223 , Intermediate Greek 
RCS224 , Selections from Greek Authors 
RCS225 , Sacred Beauty: Religion and the Arts 
RCS226 , Introduction to Indigenous Spirituality 
RCS228 , Big Ideas of the Bible 
RCS229 , Christianity and Social Change in Canada 
RCS230 , Visions of Israel in Judaism: From Biblical to Modern Times 
RCS231 , Antisemitism 
RCS234 , Power and Corruption in the Bible 
RCS235 , Jesus: Life and Legacy 
RCS236 , Paul: Life and Letters 
RCS237 , Insiders and Outsiders in the Bible 
RCS240 , History of Christianity 
RCS241 ," Sex, Politics, and Religion in the U.S. and Canada "
RCS242R , Religious Diversity and Social Development 
RCS244 , Religion in Canada 
RCS245 , The Catholic Church in Canada 
RCS250 , History of Christian Thought 
RCS251 , Catholic Social Thought 
RCS253 , Christianity's Big Questions 
RCS254 , Christian Sexual Ethics 
RCS255 , Roman Catholicism 
RCS258 , God 
RCS259 ," Gender, Sexuality, and Christianity "
RCS260 , Religion Matters 
RCS261 , Introduction to the Philosophy of Religion 
RCS262 ," Spirituality, Secularity, and Religion in Sociological Perspective "
RCS263 ," Religion, Spirituality, and the Senses "
RCS264 , Spiritual Journeys 
RCS266 , Death and Dying 
RCS270 , Religion in Popular Film 
RCS271 , Special Topics in Religion and Film 
RCS272 , The Holocaust and Film 
RCS275 , Religion and Japanese Film 
RCS279 , Religion and Popular Culture 
RCS280 , Cults and New Religious Movements 
RCS283 , Religion and Ethics 
RCS284 , Gender and the Great Religions 
RCS285 ," Spirituality, Religion, and Ecology "
RCS287 , Mysticism and Wisdom Teachings in the World's Religions 
RCS288 ," Health, Medicine, and Spirituality "
RCS291 , Special Topics 
RCS301 , Socially Engaged Buddhism 
RCS307 , Buddhism in North America 
RCS310 , Digital Spirituality: New Media Art in the Middle East/North Africa Diaspora 
RCS312 , Muslim Lives and Practices Worldwide 
RCS314 , Secret Teachings and Mysticism in Judaism 
RCS315 , Greek and Roman Religion 
RCS318 , Indigenous Worldviews and Spirituality 
RCS320 , Christian Ap proaches to Peacemaking 
RCS325 , Sex and the World Religions 
RCS327 ," The Body, Dress, and Religion "
RCS335 ," Christianity, Violence, and the Bible "
RCS342 , Heresy and Religious Crises in Late Medieval Europe 
RCS343 , Reformation History 
RCS344 , The Radical Reformation 
RCS348 , The Catholic Church and Change 
RCS349 , The Mystical Imagination 
RCS350 , Dying  for God 
RCS353 , War and Peace in Christianity 
RCS354 , Shapers of Roman Catholicism 
RCS355 ," Christianity, Gender, and Justice "
RCS357 , The Church's Song 
RCS358 , Worship and its Music 
RCS361 , Anthropology of Religion 
RCS364 , Jewish Humour: Laughing  Your Way Through History 
RCS377 , Religion in Science Fiction Films and Television 
RCS380 , Religion and Peacebuilding 
RCS383 ," Justice, Peace, and Development "
RCS387 , Aging  and the Spiritual Life 
RCS391 , Special Topics 
RCS395 , Study Travel Seminar in Religion
RCS398 , Directed Readings in Special Subjects 
RCS420R , Critical Encounter with Human Nature 
RCS450 , Reading  and Interpreting  the Qur'an (in translation) 
RCS462 , Religion and Spirituality in the Social and Legal World 
RCS491 , Special Topics 
RCS495 , Study Term Abroad 
RCS498 , Directed Readings in Special Subjects 
RCS499 , Senior Seminar 
RUSS101 , Elementary Russian 1 
RUSS102 , Elementary Russian 2 
REES120 ," Once Upon a Fairy Tale: Fairy Tales, Then and Now "
REES180 , German and Russian Literary Masterpieces 
REES230 , The Devil 
REES240 , Mediterranean Cultures in their European Context 
REES260 , Special Topics 
REES261 , Understanding  Conversation 
REES262 , Multilingualism 
REES272 , Russian Thought and Culture 
REES364 , German and Russian Film Pioneers 
REES385 , Culture Behind the Iron Curtain 
SCI200 ," Energy   Its Development, Use, and Issues"
SCI201 , Global Warming  and Climate Change 
SCI206 , The Physics of How Things Work 
SCI207 ," Physics, the Universe, and Everything "
SCI211 , Traditional Medicines Land Based Field Course
SCI227 ," Chemistry in Society: Yesterday, Today, and Tomorrow "
SCI230 , Global Aspects of Technological Innovation and Entrepreneurship 
SCI238 , Introductory Astronomy 
SCI250 , Environmental Geology 
SCI252 , Quantum Mechanics for Everyone 
SCI266 , Ancient Science 
SCI267 , Introduction to the Philosophy of Science 
SCI280 , Science Field Course 
SCI281 , Science Field Course 
SCI300 , Special Topics in Science 
SCI301 , Special Topics in Science 
SCI395 , Science Study Abroad Program 
SCI396 , Science Study Abroad Program 
SCI397 , Science Study Abroad Program 
SCBUS122 , Management of Business Organizations 
SCBUS123 , Workshop 1: Science and Business 
SCBUS223 , Workshop 2: Strategies Behind Technological Innovation 
SCBUS225 , Organizational Behaviour in Scientific and Technical Workplaces 
SCBUS323 , Workshop 3: Technology Development 
SCBUS423 , Workshop 4: Strategic Management of Science and Business 
SCBUS424 , Workshop 5: Special Topics in Science and Business 
SCBUS425 , Workshop 6: Challenges in Globalizing  Science and Technology 
SRF101 ," Introduction to Sexualities, Relationships, and Families "
SRF111 ," Women, Sex, Marriage, and Family Traditions in Italy "
SRF112 ," Women, Sexual Identities, and Relationships in Italy "
SRF200 ," Special Topics in Sexualities, Relationships, or Families "
SRF204 , Introduction to Human Sexualities 
SRF205 , The Dark Side of Sex and Sexualities 
SRF207 , Parent and Child Relations 
SRF208 , Introduction to Systemic Therapies and Anti Op pressive Practices
SRF211 , Dynamics of Dating 
SRF212 , Sexualities and Relationships in Mid/Later Life 
SRF213 , Sexual Health and Well Being
SRF214 , Constructing  Erotics 
SRF215 , Sexuality and Popular Culture 
SRF216 , Sexual Pleasure 
SRF218 , Sexual Health and Well Being  in Comics
SRF220 , Introduction to Research Methods 
SRF230 , Introduction to Statistics 
SRF241 ," Caregiving, Illness, and Relationships "
SRF250 , Family Policy and the Law 
SRF301 , Communication and Counselling  Skills 
SRF304 , Human Sexuality in Relationships 
SRF305 , Social Issues and Controversies in Human Sexuality 
SRF306 , Intimate Relationships 
SRF307 , Conflict in Close Relationships 
SRF308 , Relational Therapy 
SRF309 , Sex Therapy 
SRF310 , Sexual and Relational Ethics 
SRF317 , History of Sexuality: The Pre Modern Period
SRF318 , History of Sexuality: The Modern Period 
SRF350 , Love and the Law 
SRF365 , Special Topics in Human Sexualities 
SRF366 , Special Topics in Relationships and Families 
SRF400 , Capstone Seminar 
SRF404 ," Independent Study in Sexualities, Relationships, and/or Families "
SRF490 , Practicum and Professional Ethics 
SRF491 , Practicum and Ap plied Theory 
SRF494 , Seminar in Sexualities 
SRF496 , Seminar in the Study of Families 
SRF499A , Thesis   Part 1
SRF499B , Thesis   Part 2
SDS131R , Political Ideologies and Social Development 
SDS150R , Lifespan Processes 
SDS205R , History of Education in Canada 
SDS210R , Children's Rights in Canada 
SDS215R , Education and Social Development from a Global Perspective 
SDS220R , Changing  Concepts of Childhood 
SDS231R , Introduction to Social Policy Processes 
SDS240R , Art and Society 
SDS242R , Religious Diversity and Social Development 
SDS245R , Dying  and Bereavement 
SDS250R , Social Statistics 
SDS251R , Social Research 
SDS260R ," Ecology, Society, and Justice: Social Development and the Environment "
SDS310R , Disability and Society 
SDS311R , Indigenous Peoples and Canadian Public Policy 
SDS312R , Homelessness and Public Policy 
SDS322R , Community Engagement and Social Development 
SDS331R ," Social Inequality, Social Justice, and Social Action "
SDS345R , Self Development and Identity Formation: A Sociocultural Perspective
SDS350R , Adult Life Crises and Events 
SDS351R , Qualitative Research for Social Change 
SDS353R , The Evolution of Family Law in Canadian Society 
SDS354R , Values and Contemporary Families 
SDS355R , Resilience and Social Sup port 
SDS357R , Family Violence 
SDS358R , Child Maltreatment: Identification and Prevention 
SDS367R , Aging and Social Development 
SDS370R , International Learning Experience 
SDS375R , Studies in Interdisciplinary Social Science 
SDS388R , Globalization and Social Development 
SDS398R , Independent Study 
SDS399R , Independent Study 
SDS400R , Comparative Social Policy 
SDS405R , Cosmopolitanism and Social Development 
SDS410R , Queer and Trans Studies 
SDS411R , Decolonization and Social Action 
SDS415R , Gender Relations within Educational Institutions 
SDS420R , Critical Encounter with Human Nature 
SDS421R , (Re)framing Indigenous Settler Relations
SDS425R , Educational Equity in Canada 
SDS435R , Restorative Ap proaches to Education 
SDS440R , Ap proaches to Well Being
SDS441R , Popular Culture and Social Change in the Radical Imagination 
SDS445R , Pedagogies of Democratic Education 
SDS449R , Prejudice and Discrimination 
SDS450R , Senior Seminar in Special Topics 
SDS451R , Research with Communities 
SDS490R , Special Studies 
SDS495R , Research Ap prenticeship 
SDS496R , Ap plied Ap prenticeship in Social Development Studies 
SDS499A , Senior Honours Essay/Thesis 
SDS499B , Senior Honours Essay/Thesis 
SWREN411R , Indigenous Knowledges and Decolonizing  Social Work Practice with Indigenous Peoples 
SWREN414R , Interviewing  and Assessment in Social Work Practice 
SWREN422R , Macro Practice: Critical Considerations of Community Organization 
SWREN423R , Social Work Knowledge and Skills for Diverse Group Work Practice 
SWREN424R , Social Work and Organizations 
SWREN431R , Practitioner Research in Social Work: Intersectional Considerations 
SWREN434R , Selected Theories for Social Work Practice: Analysis and Ap plication 
SWREN441R , Practicum 1 
SWREN442R , Practicum 2 
SWREN443R , Practicum 3 
SWREN470R ," Mental Health Landscapes, Concepts, and Practice Ap proaches "
SWREN471R , Social Work with Older Adults: Critical Issues and Future Trends 
SWREN472R , International Context of Practice: An Experiential Learning  Opportunity 
SWREN490R , Special Topics in Social Work 
SOCWK120R , Introduction to Social Work 
SOCWK220R , Social Work with Individuals   Theory and Practice 1
SOCWK221R , Social Work with Groups 
SOCWK222R , Community Organization 
SOCWK300R , Canadian Social Welfare Policy 
SOCWK301R , Understanding  Diversity in Canada 
SOCWK321R , Social Work with Families 
SOCWK355R , Child Maltreatment: Identification and Prevention 
SOCWK356R , Developmental Disabilities and Families 
SOCWK357R , Family Violence 
SOCWK365R , Social Work in Health Care 
SOCWK375R , Studies in Social Work 
SOCWK398R , Independent Study 
SOCWK399R , Independent Study 
SOCWK450R , Senior Seminar in Special Topics 
SOCWK490R , Special Studies 
STV100 ," Society, Technology and Values: Introduction "
STV201 ," Society, Technology and Values: Special Topics "
STV202 , Design and Society 
STV205 , Cybernetics and Society 
STV208 ," Artificial Intelligence and Society: Impact, Ethics, and Equity "
STV210 , The Computing  Society 
STV302 , Information Technology and Society 
STV304 , Technology in Canadian Society 
STV305 ," Technology, Society and the Modern City "
STV306 , Biotechnology and Society 
STV400 ," Society, Technology and Values: Senior Project "
STV401 ," Society, Technology and Values: Advanced Topics "
SOC101 , Introduction to Sociology 
SOC101R , Introduction to Sociology 
SOC200 , Sociology of Marriage and Family 
SOC201 , Victims and Society 
SOC202 , Classical Sociological Theory 
SOC204R , Sociology of Adolescence 
SOC205 , Social Problems 
SOC207 , Sociology of Education 
SOC207R , Sociology of Education 
SOC210 , Sociology of Sport 
SOC213 , Surveillance Studies 
SOC221 , Research Methods 
SOC222 , Juvenile Delinquency 
SOC223 , Deviance: Perspectives and Processes 
SOC223R , Deviance: Perspectives and Processes 
SOC224R , Poverty in Canada and its Social Consequences 
SOC227 , Criminology 
SOC228 , Sociology of Criminal Justice 
SOC229 , Selected Topics in Criminology 
SOC230 , Special Topics in Sociology 
SOC232 , Technology and Social Change 
SOC240 , Terrorism 
SOC241 , Sociology of Work and Occupations 
SOC248 ," Health, Illness, and Society "
SOC249 , Sociology of Mental Disorder 
SOC252 , The Culture of Cities 
